+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                         ;
+-------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; fhp|pll_FHPCols[151].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[151].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[151].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[151].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[151].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[151].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[150].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[150].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[150].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[150].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[150].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[150].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[149].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[149].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[149].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[149].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[149].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[149].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[148].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[148].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[148].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[148].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[148].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[148].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[147].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[147].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[147].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[147].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[147].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[147].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[146].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[146].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[146].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[146].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[146].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[146].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[145].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[145].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[145].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[145].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[145].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[145].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[144].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[144].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[144].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[144].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[144].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[144].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[143].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[143].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[143].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[143].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[143].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[143].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[142].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[142].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[142].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[142].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[142].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[142].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[141].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[141].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[141].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[141].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[141].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[141].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[140].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[140].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[140].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[140].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[140].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[140].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[139].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[139].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[139].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[139].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[139].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[139].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[138].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[138].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[138].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[138].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[138].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[138].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[137].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[137].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[137].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[137].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[137].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[137].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[136].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[136].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[136].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[136].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[136].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[136].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[135].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[135].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[135].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[135].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[135].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[135].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[134].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[134].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[134].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[134].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[134].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[134].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[133].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[133].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[133].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[133].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[133].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[133].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[132].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[132].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[132].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[132].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[132].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[132].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[131].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[131].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[131].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[131].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[131].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[131].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[130].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[130].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[130].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[130].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[130].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[130].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[129].col|pn0                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[129].col|pn1                                                                                                  ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[129].col|cn0                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[129].col|cn1                                                                                                  ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[129].col|col                                                                                                  ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[129].col                                                                                                      ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
